product_key,product_id,product_number,product_name,category_id,category,subcategory,maintenance,cost,product_line,start_date
261,514,RB-9231,rear brakes,CO_BR,components,brakes,Yes,47,unknown,2013-07-01
262,501,RD-2308,rear derailleur,CO_DE,components,derailleurs,Yes,54,unknown,2013-07-01
263,515,SE-M236,ll mountain seat/saddle,CO_SA,components,saddles,No,12,mountain,2013-07-01
264,516,SE-M798,ml mountain seat/saddle,CO_SA,components,saddles,No,17,mountain,2013-07-01
265,517,SE-M940,hl mountain seat/saddle,CO_SA,components,saddles,No,23,mountain,2013-07-01
266,518,SE-R581,ll road seat/saddle,CO_SA,components,saddles,No,12,road,2013-07-01
267,519,SE-R908,ml road seat/saddle,CO_SA,components,saddles,No,17,touring,2013-07-01
268,520,SE-R995,hl road seat/saddle,CO_SA,components,saddles,No,23,road,2013-07-01
269,521,SE-T312,ll touring seat/saddle,CO_SA,components,saddles,No,12,touring,2013-07-01
270,522,SE-T762,ml touring seat/saddle,CO_SA,components,saddles,No,17,touring,2013-07-01
271,523,SE-T924,hl touring seat/saddle,CO_SA,components,saddles,No,23,touring,2013-07-01
272,476,SH-W890-L,women's mountain shorts- l,CL_SH,clothing,shorts,No,26,mountain,2013-07-01
273,475,SH-W890-M,women's mountain shorts- m,CL_SH,clothing,shorts,No,26,mountain,2013-07-01
274,474,SH-W890-S,women's mountain shorts- s,CL_SH,clothing,shorts,No,26,mountain,2013-07-01
275,490,SJ-0194-L,short-sleeve classic jersey- l,CL_JE,clothing,jerseys,No,42,other sales,2013-07-01
276,489,SJ-0194-M,short-sleeve classic jersey- m,CL_JE,clothing,jerseys,No,42,other sales,2013-07-01
277,488,SJ-0194-S,short-sleeve classic jersey- s,CL_JE,clothing,jerseys,No,42,other sales,2013-07-01
278,491,SJ-0194-X,short-sleeve classic jersey- xl,CL_JE,clothing,jerseys,No,42,other sales,2013-07-01
279,482,SO-R809-L,racing socks- l,CL_SO,clothing,socks,No,3,road,2013-07-01
280,481,SO-R809-M,racing socks- m,CL_SO,clothing,socks,No,3,road,2013-07-01
281,486,ST-1401,all-purpose bike stand,AC_BS,accessories,bike stands,No,59,mountain,2013-07-01
282,535,TI-M267,ll mountain tire,AC_TT,accessories,tires and tubes,Yes,9,mountain,2013-07-01
283,536,TI-M602,ml mountain tire,AC_TT,accessories,tires and tubes,Yes,11,mountain,2013-07-01
284,537,TI-M823,hl mountain tire,AC_TT,accessories,tires and tubes,Yes,13,mountain,2013-07-01
285,538,TI-R092,ll road tire,AC_TT,accessories,tires and tubes,Yes,8,road,2013-07-01
286,539,TI-R628,ml road tire,AC_TT,accessories,tires and tubes,Yes,9,road,2013-07-01
287,540,TI-R982,hl road tire,AC_TT,accessories,tires and tubes,Yes,12,road,2013-07-01
288,541,TI-T723,touring tire,AC_TT,accessories,tires and tubes,Yes,11,touring,2013-07-01
289,528,TT-M928,mountain tire tube,AC_TT,accessories,tires and tubes,Yes,2,mountain,2013-07-01
290,529,TT-R982,road tire tube,AC_TT,accessories,tires and tubes,Yes,1,road,2013-07-01
291,530,TT-T092,touring tire tube,AC_TT,accessories,tires and tubes,Yes,2,touring,2013-07-01
292,473,VE-C304-L,classic vest- l,CL_VE,clothing,vests,No,24,other sales,2013-07-01
293,472,VE-C304-M,classic vest- m,CL_VE,clothing,vests,No,24,other sales,2013-07-01
294,471,VE-C304-S,classic vest- s,CL_VE,clothing,vests,No,24,other sales,2013-07-01
295,477,WB-H098,water bottle - 30 oz.,AC_BC,accessories,bottles and cages,No,2,other sales,2013-07-01
